Limits,NPV,CE,EEPE,Total Exposure,ColVA,CVA,DVA,FCA,FBA,FVA,IM
Trade_4557,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2902,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3958,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6639,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4692,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7966,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1680,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5585,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4244,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6117,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1245,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9413,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8709,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4850,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5195,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7026,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6906,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5818,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4873,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8550,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6600,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9104,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4819,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3368,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6887,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6523,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2236,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9062,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9336,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1912,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4085,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8146,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7498,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7183,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6528,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7460,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9801,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6106,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9028,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3158,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9296,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7097,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5047,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6408,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8209,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3930,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3393,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9770,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6652,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7640,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9666,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1011,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3886,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5337,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6109,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1081,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2360,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6761,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9540,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7475,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4346,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9017,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7648,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4676,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9494,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7441,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6115,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1836,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6808,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3045,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4899,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8153,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8397,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6275,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8510,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1471,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5935,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5086,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3223,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5477,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4786,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4970,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5849,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5519,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6483,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6013,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8937,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4512,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1553,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8668,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1546,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6251,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1844,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3149,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5571,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9877,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1744,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4155,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6440,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8372,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1911,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9553,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1986,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5992,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8521,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9667,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3406,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7520,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8381,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9385,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2862,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7533,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5518,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5426,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5847,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8213,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1346,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5003,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5817,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9697,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1620,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4623,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6760,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1078,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8819,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2030,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2131,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9338,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6800,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5083,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1795,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4028,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7880,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5755,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1120,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5257,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6529,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8752,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6977,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4349,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6428,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8420,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9856,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8512,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3828,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2312,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7146,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7870,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8926,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4204,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1181,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7109,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7848,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1155,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7356,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6337,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9151,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7665,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1092,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9004,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2882,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8793,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9755,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8256,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5082,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1759,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2458,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7325,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9355,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5274,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8101,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2342,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6414,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1863,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4690,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1384,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3854,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7868,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2104,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1201,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6503,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4410,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9656,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1232,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4887,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9007,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2769,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3028,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8778,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8995,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2103,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6631,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2463,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9751,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4409,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8577,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4709,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8142,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7540,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3975,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9170,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5407,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4117,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1043,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8597,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4347,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7946,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3809,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3643,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9044,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5687,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3286,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1852,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9610,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9097,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4137,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6345,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4615,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4172,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7135,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6229,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2530,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8688,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5432,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1927,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4234,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2958,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3935,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9149,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9792,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8867,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2060,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5582,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4808,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8542,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8068,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7595,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6778,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2367,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5178,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8847,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7253,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3284,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4918,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4418,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7609,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8691,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7030,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7715,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1961,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3729,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2946,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3855,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3474,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7679,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5442,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2335,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5467,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1687,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3518,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_7055,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9872,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_2590,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8426,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4746,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_9669,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_1877,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5699,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_8753,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_5770,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_3687,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_4602,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trade_6974,N/A,1250000,1250000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
